Date,Fundamental Long-Biased Equity,Fundamental Market Neutral Equity,Fundamental Credit,Structured Credit,Diversified Multi-Strategy,Opportunistic MS,Global Macro,Quantitative
4/1/2019,0.007657763,0.013742991,0.01227069,0.008362953,0.015717318,0.008783143,0.011200306,-0.00914659
5/1/2019,-0.023731069,0.013482168,-0.002765904,0.007009792,0.001824099,-0.016742505,-0.022642117,0.012524426
6/1/2019,0.027361135,0.005794214,0.009801464,0.007535985,0.012947337,0.006735194,0.025939648,-0.002384869
7/1/2019,0.002648622,0.002303954,0.002670569,0.000337147,0.006289055,0.001639026,0.00662245,0.013667736
8/1/2019,-0.006620594,0.011257718,-0.00645022,0.001334453,-0.008073437,-0.020314938,-0.010475378,0.022575874
9/1/2019,-0.020067671,-0.012653557,0.007478743,0.004040054,-0.002600537,-0.000593136,0.013148634,0.010640631
10/1/2019,0.019086599,0.001501446,0.002678543,0.005327001,0.00274354,0.004214163,0.004647957,0.003574866
11/1/2019,0.033310848,0.011149741,0.000992367,0.003467807,0.009238602,0.012529156,0.01083175,-0.014151009
12/1/2019,0.027243405,0.017137167,0.012899968,0.009078262,0.01527779,-0.01073996,0.021542499,0.000749959
1/1/2020,0.008324769,0.009841668,0.007784451,0.009439541,0.01247972,0.007474019,-0.022295532,0.01191886
2/1/2020,-0.012539488,0.007019899,-0.004777587,0.002409735,0.004540401,-0.010908914,-0.008133599,-0.047777543
3/1/2020,-0.058300984,-0.009592885,-0.140595376,-0.197555935,-0.021664838,-0.077769679,0.053141691,-0.047809698
4/1/2020,0.056701994,0.012635668,0.024341803,0.01878364,0.028581051,0.037133594,0.026521031,-0.014869895
5/1/2020,0.035646745,-0.000752753,0.022853421,0.016831213,0.016390017,0.034003404,0.002526215,-0.001236392
6/1/2020,0.030335049,0.004588216,0.030281595,0.036668516,0.015342443,0.061206661,-0.001345802,-0.034407598
7/1/2020,0.027092553,0.029194169,0.019866316,0.010354066,0.024309069,0.028486822,-0.000341106,0.011268349
8/1/2020,0.065243112,0.017489943,0.009863476,0.014788092,0.017508912,0.032156379,0.03147899,-0.010863977
9/1/2020,0.008567434,0.020600564,0.005976893,0.016087645,0.002968102,0.001957141,0.016910909,-0.014796162
10/1/2020,0.011052001,-0.0004728,-0.000858494,0.003840711,0.008568653,0.024755888,0.021747869,-0.025636074
11/1/2020,0.075038078,0.017617385,0.030688145,0.022199416,0.026806534,0.083956673,0.010421472,-0.038855203
12/1/2020,0.042320482,0.035732512,0.026367337,0.044280689,0.031511403,0.035814588,0.023500427,0.018311491
1/1/2021,-0.083582459,-0.102074539,0.018388711,0.035402953,-0.023964217,-0.019958284,-0.001053524,-0.03079121
2/1/2021,0.055258048,0.050665243,0.024734835,0.026440634,0.048997518,0.15669525,-0.061288974,-0.024756724
3/1/2021,-0.007032782,0.001075,0.016128369,-0.003954836,0.004298221,0.041048061,0.00219146,0.018638861
4/1/2021,0.049294614,0.02150586,0.016862729,0.009284436,0.018898587,0.020099219,-0.001011076,0.034096068
5/1/2021,-0.014098889,-0.007373652,0.008855547,0.001937597,-0.007268084,0.012244602,-0.002593694,-0.012623919
6/1/2021,0.027410296,-0.000893928,0.015693175,0.019940061,0.000952081,0.011158334,-0.012890507,0.004602851
7/1/2021,0.006703888,0.007025896,0.002558083,-0.00340042,0.005305083,0.033876441,0.000697603,0.021480619
8/1/2021,0.025908504,0.009198389,0.006346082,0.000798355,0.015511546,-0.009484336,0.012850062,0.00635048
9/1/2021,-0.006081132,0.016521952,0.012451555,0.008767322,0.029624976,0.008831199,-0.007885023,0.002769275
10/1/2021,0.03233645,0.008109977,0.007198276,0.014440472,0.001895214,-0.001162738,-0.07686047,0.001203345
11/1/2021,-0.020539142,-0.003531648,-0.003452483,0.007347983,0.012239604,0.029652141,-0.006502713,-0.001929402
12/1/2021,-0.017332465,0.01285571,0.007713362,-0.003165353,0.015245616,0.010208323,-3.96E-05,0.049222476
1/1/2022,-0.085164746,-0.002120467,-0.000871557,0.002268395,0.011711248,-0.019859447,-0.021772923,-0.008207253
2/1/2022,-0.033054966,0.005098798,0.002138475,-0.001821016,0.004347791,-0.004242116,0.017115178,-0.003561802
3/1/2022,-0.038883729,0.006970202,0.006745535,0.006325113,-0.001836785,-0.100371363,0.000678751,0.023243011
4/1/2022,-0.06160687,0.01435321,0.003289803,-0.00259758,0.026580682,-0.029322576,0.013244188,0.027227329
5/1/2022,-0.045498288,-0.012416864,-0.007474735,-8.43E-05,-0.003139695,-0.003639652,0.002986186,-0.004461678
6/1/2022,-0.00193971,0.008922433,-0.021329399,-0.008143132,0.016741323,-0.08388985,-0.022350705,0.007038608
7/1/2022,0.021362474,0.000887868,0.003991316,0.006687765,0.008863032,0.016834912,0.008446739,-0.002497627
8/1/2022,-0.006104524,0.005749724,0.01157422,-0.000778189,0.019345289,0.002262664,0.009027465,-0.000779302
9/1/2022,-0.027119024,0.013445403,-0.010159973,-0.01138335,0.011462771,-0.008312438,0.032083969,0.006928018
10/1/2022,-0.018977171,0.005786293,-0.001276095,0.001876485,0.004486685,-0.000768008,0.000210991,0.005273329
11/1/2022,0.032037462,0.006532193,0.004607648,0.000816992,0.00462237,-0.007891844,-0.013877389,0.010922377
12/1/2022,-0.011639708,0.022491078,0.002265937,0.001823325,0.025130113,-0.031040041,0.037653309,0.013574067
